Transaction_ID,Date,Category,Merchant,Amount,Payment_Method,City,User_ID
TXN00335,2024-03-03,Travel,Airbnb,170.07,Credit Card,San Francisco,1010
TXN00336,2024-03-15,Shopping,Amazon,53.05,Credit Card,Chicago,1017
TXN00337,2024-03-25,Groceries,Whole Foods,37.01,Debit Card,New York,1017
TXN00338,2024-01-13,Groceries,Kroger,206.88,Credit Card,New York,1011
TXN00339,2024-01-18,Restaurants,Starbucks,91.29,Credit Card,New York,1001
TXN00340,2024-02-27,Restaurants,Starbucks,121.33,Credit Card,Chicago,1008
TXN00341,2024-03-01,Travel,Delta,44.56,Credit Card,New York,1010
TXN00342,2024-01-05,Shopping,Amazon,91.27,Credit Card,Seattle,1016
TXN00343,2024-04-15,Healthcare,Walgreens,98.12,Credit Card,Dallas,1018
TXN00344,2024-04-13,Entertainment,AMC Theatres,88.99,Credit Card,Chicago,1005
TXN00345,2024-01-25,Healthcare,CVS,135.85,Credit Card,New York,1012
TXN00346,2024-04-21,Travel,Airbnb,142.76,Debit Card,New York,1016
TXN00347,2024-02-17,Gas,Chevron,83.15,Debit Card,Seattle,1015
TXN00348,2024-03-21,Entertainment,Netflix,85.46,Debit Card,Seattle,1011
TXN00349,2024-04-27,Gas,Shell,214.71,Debit Card,Chicago,1011
TXN00350,2024-01-02,Travel,Uber,179.07,Debit Card,Dallas,1012
TXN00351,2024-04-09,Travel,Delta,52.4,Debit Card,Dallas,1002
TXN00352,2024-01-23,Healthcare,HealthPlus,166.71,Credit Card,Seattle,1002
TXN00353,2024-04-02,Healthcare,HealthPlus,5.21,Credit Card,Dallas,1005
TXN00354,2024-04-29,Groceries,Kroger,5.34,Credit Card,New York,1020
TXN00355,2024-04-14,Rent,Zillow Rentals,964.54,Debit Card,Dallas,1012
TXN00356,2024-04-17,Travel,Delta,189.31,Credit Card,Dallas,1015
TXN00357,2024-01-27,Travel,Uber,62.06,Credit Card,Dallas,1010
TXN00358,2024-04-13,Restaurants,Chipotle,176.29,Credit Card,Seattle,1004
TXN00359,2024-04-17,Gas,Chevron,51.87,Debit Card,Dallas,1000
TXN00360,2024-01-11,Groceries,Walmart,40.51,Debit Card,Chicago,1010
TXN00361,2024-04-10,Gas,Chevron,76.05,Credit Card,Chicago,1007
TXN00362,2024-02-08,Healthcare,Walgreens,137.85,Debit Card,Seattle,1005
TXN00363,2024-03-21,Restaurants,Chipotle,77.89,Credit Card,Chicago,1004
TXN00364,2024-02-17,Groceries,Walmart,211.17,Debit Card,Chicago,1010
TXN00365,2024-03-19,Restaurants,Starbucks,230.86,Debit Card,San Francisco,1018
TXN00366,2024-04-13,Utilities,TXU Energy,81.2,Debit Card,Dallas,1020
TXN00367,2024-03-29,Healthcare,HealthPlus,179.09,Credit Card,San Francisco,1015
TXN00368,2024-01-08,Groceries,Kroger,214.82,Debit Card,New York,1005
TXN00369,2024-01-02,Groceries,Walmart,45.67,Debit Card,San Francisco,1009
TXN00370,2024-02-26,Restaurants,McDonalds,131.2,Credit Card,New York,1013
TXN00371,2024-01-02,Healthcare,HealthPlus,30.5,Credit Card,San Francisco,1011
TXN00372,2024-02-16,Gas,Chevron,149.57,Debit Card,Seattle,1015
TXN00373,2024-01-01,Rent,Apartments.com,1248.06,Credit Card,Dallas,1000
TXN00374,2024-01-21,Rent,Zillow Rentals,1172.25,Debit Card,Seattle,1012
TXN00375,2024-02-13,Gas,ExxonMobil,123.55,Credit Card,Chicago,1008
TXN00376,2024-02-21,Groceries,Walmart,59.79,Credit Card,Seattle,1012
TXN00377,2024-04-29,Groceries,Walmart,24.92,Credit Card,Chicago,1014
TXN00378,2024-02-13,Travel,Delta,67.71,Credit Card,New York,1002
TXN00379,2024-04-28,Travel,Uber,223.41,Debit Card,Seattle,1020
TXN00380,2024-04-17,Healthcare,HealthPlus,76.7,Credit Card,San Francisco,1017
TXN00381,2024-01-06,Healthcare,CVS,167.89,Credit Card,Chicago,1010
TXN00382,2024-04-18,Groceries,Walmart,205.23,Debit Card,Dallas,1017
TXN00383,2024-03-21,Entertainment,Spotify,167.91,Debit Card,San Francisco,1014
TXN00384,2024-03-14,Restaurants,McDonalds,156.95,Credit Card,San Francisco,1005
TXN00385,2024-01-06,Healthcare,Walgreens,175.54,Credit Card,Seattle,1005
TXN00386,2024-04-08,Groceries,Walmart,236.3,Credit Card,New York,1004
TXN00387,2024-01-13,Utilities,TXU Energy,205.6,Credit Card,Seattle,1020
TXN00388,2024-03-29,Healthcare,Walgreens,93.68,Credit Card,San Francisco,1009
TXN00389,2024-02-12,Utilities,TXU Energy,91.15,Debit Card,New York,1009
TXN00390,2024-01-12,Gas,ExxonMobil,19.03,Credit Card,Chicago,1008
TXN00391,2024-02-16,Gas,Chevron,174.96,Credit Card,Dallas,1016
TXN00392,2024-03-04,Utilities,Comcast,129.94,Credit Card,San Francisco,1017
TXN00393,2024-03-30,Travel,Uber,221.91,Credit Card,San Francisco,1020
TXN00394,2024-04-16,Utilities,Comcast,95.58,Credit Card,Chicago,1009
TXN00395,2024-04-01,Utilities,TXU Energy,167.41,Credit Card,Dallas,1010
TXN00396,2024-03-30,Gas,ExxonMobil,85.18,Credit Card,San Francisco,1015
TXN00397,2024-03-20,Shopping,Amazon,178.14,Debit Card,Chicago,1002
TXN00398,2024-01-31,Entertainment,Spotify,18.76,Debit Card,Dallas,1016
TXN00399,2024-02-16,Gas,ExxonMobil,126.97,Credit Card,Dallas,1006
TXN00400,2024-01-13,Healthcare,HealthPlus,8.97,Credit Card,Seattle,1015
TXN00401,2024-02-06,Entertainment,Netflix,59.62,Debit Card,Dallas,1012
TXN00402,2024-03-16,Utilities,Comcast,230.61,Debit Card,San Francisco,1008
TXN00403,2024-02-20,Entertainment,Netflix,211.62,Credit Card,San Francisco,1013
TXN00404,2024-04-22,Restaurants,Chipotle,66.68,Credit Card,Seattle,1004
TXN00405,2024-02-25,Healthcare,HealthPlus,208.2,Credit Card,San Francisco,1004
TXN00406,2024-04-29,Healthcare,HealthPlus,71.12,Credit Card,Chicago,1003
TXN00407,2024-04-23,Gas,ExxonMobil,58.58,Credit Card,New York,1013
TXN00408,2024-01-14,Gas,ExxonMobil,58.64,Credit Card,Chicago,1016
TXN00409,2024-02-18,Groceries,Kroger,188.38,Credit Card,Dallas,1007
TXN00410,2024-01-07,Healthcare,CVS,175.17,Credit Card,San Francisco,1012
TXN00411,2024-04-21,Shopping,Amazon,80.18,Credit Card,Dallas,1011
TXN00412,2024-01-01,Gas,ExxonMobil,205.24,Debit Card,Dallas,1019
TXN00413,2024-03-14,Shopping,Amazon,222.81,Debit Card,San Francisco,1008
TXN00414,2024-03-21,Gas,Chevron,72.61,Credit Card,New York,1018
TXN00415,2024-03-16,Groceries,Kroger,205.09,Debit Card,Dallas,1004
TXN00416,2024-01-06,Entertainment,Spotify,159.29,Credit Card,New York,1013
TXN00417,2024-04-25,Shopping,Target,98.88,Debit Card,San Francisco,1009
TXN00418,2024-03-15,Gas,ExxonMobil,166.82,Credit Card,Dallas,1008
TXN00419,2024-03-03,Healthcare,CVS,224.86,Debit Card,San Francisco,1016
TXN00420,2024-04-07,Entertainment,Spotify,106.36,Credit Card,San Francisco,1015
TXN00421,2024-04-11,Utilities,AT&T,188.71,Credit Card,Dallas,1006
TXN00422,2024-01-25,Groceries,Kroger,98.66,Debit Card,New York,1016
TXN00423,2024-04-27,Entertainment,Netflix,57.69,Debit Card,New York,1010
TXN00424,2024-01-24,Healthcare,HealthPlus,142.61,Debit Card,Dallas,1019
TXN00425,2024-01-23,Travel,Uber,225.45,Debit Card,Dallas,1020
TXN00426,2024-01-01,Utilities,AT&T,151.04,Debit Card,Seattle,1003
TXN00427,2024-02-21,Healthcare,HealthPlus,137.38,Credit Card,Dallas,1008
TXN00428,2024-04-01,Gas,ExxonMobil,214.8,Credit Card,New York,1015
TXN00429,2024-03-26,Restaurants,McDonalds,9.62,Debit Card,Dallas,1012
TXN00430,2024-01-23,Utilities,Comcast,105.08,Debit Card,Chicago,1018
TXN00431,2024-01-01,Travel,Uber,82.17,Credit Card,Chicago,1014
TXN00432,2024-03-10,Restaurants,McDonalds,199.94,Debit Card,Dallas,1017
TXN00433,2024-04-20,Gas,Shell,163.61,Debit Card,Seattle,1003
TXN00434,2024-01-10,Entertainment,AMC Theatres,141.93,Credit Card,Seattle,1015
TXN00435,2024-03-21,Entertainment,Spotify,179.73,Credit Card,Seattle,1010
TXN00436,2024-02-04,Entertainment,AMC Theatres,13.58,Credit Card,San Francisco,1009
TXN00437,2024-01-15,Groceries,Whole Foods,126.37,Debit Card,Chicago,1020
TXN00438,2024-02-01,Utilities,Comcast,244.7,Debit Card,Dallas,1006
TXN00439,2024-04-10,Healthcare,HealthPlus,235.67,Debit Card,New York,1007
TXN00440,2024-04-15,Rent,Zillow Rentals,1437.82,Credit Card,San Francisco,1008
TXN00441,2024-02-20,Healthcare,CVS,111.2,Credit Card,New York,1008
TXN00442,2024-01-11,Healthcare,HealthPlus,108.41,Debit Card,New York,1014
TXN00443,2024-04-30,Travel,Delta,77.5,Debit Card,Chicago,1005
TXN00444,2024-04-03,Utilities,AT&T,228.78,Credit Card,Seattle,1005
TXN00445,2024-02-09,Groceries,Kroger,105.42,Credit Card,San Francisco,1009
TXN00446,2024-01-08,Healthcare,Walgreens,178.15,Credit Card,Seattle,1015
TXN00447,2024-03-31,Travel,Uber,97.86,Debit Card,New York,1009
TXN00448,2024-03-01,Groceries,Walmart,19.63,Credit Card,San Francisco,1013
TXN00449,2024-01-31,Healthcare,Walgreens,217.89,Credit Card,Chicago,1010
TXN00450,2024-01-18,Shopping,Amazon,156.01,Credit Card,San Francisco,1004
TXN00451,2024-03-28,Groceries,Kroger,238.37,Credit Card,Dallas,1016
TXN00452,2024-04-19,Gas,ExxonMobil,211.21,Credit Card,Seattle,1002
TXN00453,2024-03-07,Gas,Shell,115.75,Credit Card,New York,1004
TXN00454,2024-03-23,Groceries,Walmart,48.46,Credit Card,New York,1014
TXN00455,2024-03-14,Groceries,Kroger,109.14,Credit Card,New York,1007
TXN00456,2024-02-01,Travel,Airbnb,133.22,Credit Card,San Francisco,1001
TXN00457,2024-01-12,Entertainment,Netflix,107.42,Credit Card,San Francisco,1018
TXN00458,2024-04-09,Restaurants,Starbucks,91.1,Debit Card,Dallas,1013
TXN00459,2024-01-12,Groceries,Walmart,133.07,Debit Card,Dallas,1016
TXN00460,2024-03-05,Restaurants,Starbucks,113.6,Debit Card,Dallas,1002
TXN00461,2024-02-28,Travel,Delta,141.22,Credit Card,San Francisco,1013
TXN00462,2024-04-21,Restaurants,Starbucks,167.52,Debit Card,New York,1016
TXN00463,2024-03-27,Groceries,Whole Foods,131.28,Debit Card,Dallas,1009
TXN00464,2024-03-14,Utilities,Comcast,195.75,Credit Card,Chicago,1013
TXN00465,2024-04-16,Rent,Apartments.com,1278.51,Debit Card,New York,1001
TXN00466,2024-02-08,Groceries,Kroger,152.54,Debit Card,Seattle,1002
TXN00467,2024-04-14,Rent,Apartments.com,1122.3,Debit Card,Seattle,1012
TXN00468,2024-02-23,Rent,Zillow Rentals,1154.33,Debit Card,New York,1001
TXN00469,2024-01-26,Utilities,Comcast,234.53,Credit Card,Dallas,1013
TXN00470,2024-04-02,Rent,Zillow Rentals,1062.56,Credit Card,Dallas,1007
TXN00471,2024-04-01,Healthcare,Walgreens,45.37,Debit Card,New York,1020
TXN00472,2024-03-17,Groceries,Whole Foods,249.34,Debit Card,Seattle,1013
TXN00473,2024-02-16,Restaurants,McDonalds,249.28,Debit Card,San Francisco,1018
TXN00474,2024-01-30,Travel,Airbnb,211.49,Credit Card,New York,1003
TXN00475,2024-04-24,Gas,Shell,216.75,Debit Card,New York,1007
TXN00476,2024-03-20,Entertainment,Netflix,100.96,Debit Card,New York,1012
TXN00477,2024-04-22,Utilities,AT&T,31.56,Credit Card,Seattle,1013
TXN00478,2024-01-31,Utilities,AT&T,176.01,Credit Card,New York,1009
TXN00479,2024-03-18,Gas,Shell,46.07,Debit Card,Chicago,1012
TXN00480,2024-03-20,Shopping,eBay,239.49,Debit Card,San Francisco,1015
TXN00481,2024-01-10,Entertainment,AMC Theatres,180.24,Debit Card,Seattle,1011
TXN00482,2024-04-07,Shopping,Target,249.21,Credit Card,Seattle,1002
TXN00483,2024-03-21,Travel,Delta,175.3,Credit Card,Dallas,1008
TXN00484,2024-01-11,Travel,Airbnb,15.52,Credit Card,Chicago,1020
TXN00485,2024-01-27,Gas,ExxonMobil,42.95,Debit Card,San Francisco,1016
TXN00486,2024-02-27,Travel,Airbnb,194.33,Debit Card,Seattle,1004
TXN00487,2024-04-02,Entertainment,Netflix,146.59,Debit Card,Seattle,1010
TXN00488,2024-02-01,Healthcare,CVS,231.31,Debit Card,Seattle,1000
TXN00489,2024-02-05,Travel,Airbnb,51.75,Credit Card,New York,1016
TXN00490,2024-02-23,Gas,Chevron,86.72,Credit Card,Seattle,1016
TXN00491,2024-04-24,Entertainment,Netflix,137.22,Credit Card,San Francisco,1003
TXN00492,2024-03-31,Restaurants,McDonalds,95.1,Credit Card,New York,1004
TXN00493,2024-01-04,Travel,Airbnb,183.49,Credit Card,San Francisco,1019
TXN00494,2024-04-20,Gas,ExxonMobil,225.9,Debit Card,San Francisco,1004
TXN00495,2024-01-10,Groceries,Kroger,169.51,Debit Card,Dallas,1009
TXN00496,2024-03-29,Travel,Uber,120.78,Debit Card,San Francisco,1002
TXN00497,2024-03-08,Shopping,eBay,7.83,Credit Card,New York,1006
TXN00498,2024-04-06,Rent,Apartments.com,1435.55,Debit Card,Dallas,1010
TXN00499,2024-04-22,Restaurants,Chipotle,71.93,Debit Card,Dallas,1014
TXN00500,2024-02-25,Utilities,TXU Energy,166.23,Credit Card,San Francisco,1005
TXN00501,2024-03-27,Utilities,AT&T,73.01,Debit Card,New York,1009
TXN00502,2024-04-18,Travel,Uber,163.94,Debit Card,San Francisco,1011
TXN00503,2024-02-01,Gas,Shell,236.18,Debit Card,Dallas,1009
TXN00504,2024-01-30,Entertainment,Netflix,86.55,Debit Card,Dallas,1002
TXN00505,2024-03-08,Rent,Zillow Rentals,840.92,Debit Card,San Francisco,1000
TXN00506,2024-04-12,Travel,Delta,15.78,Credit Card,San Francisco,1017
TXN00507,2024-02-29,Shopping,Amazon,208.41,Debit Card,New York,1003
TXN00508,2024-01-19,Rent,Apartments.com,1171.09,Debit Card,New York,1001
TXN00509,2024-04-23,Rent,Zillow Rentals,1339.36,Credit Card,San Francisco,1012
TXN00510,2024-01-10,Entertainment,AMC Theatres,226.12,Debit Card,Dallas,1018
TXN00511,2024-04-26,Entertainment,Spotify,88.77,Debit Card,New York,1018
TXN00512,2024-03-15,Rent,Zillow Rentals,938.37,Credit Card,New York,1017
TXN00513,2024-03-28,Utilities,AT&T,39.31,Credit Card,Chicago,1010
TXN00514,2024-04-27,Rent,Apartments.com,1157.94,Credit Card,Chicago,1019
TXN00515,2024-02-19,Gas,Chevron,113.13,Credit Card,Chicago,1003
TXN00516,2024-02-27,Restaurants,Starbucks,149.64,Credit Card,New York,1019
TXN00517,2024-03-30,Utilities,AT&T,184.92,Debit Card,San Francisco,1007
TXN00518,2024-03-25,Shopping,eBay,14.25,Debit Card,Dallas,1018
TXN00519,2024-02-29,Entertainment,Netflix,133.09,Credit Card,Seattle,1006
TXN00520,2024-02-22,Restaurants,McDonalds,167.32,Debit Card,Chicago,1014
TXN00521,2024-04-09,Gas,Chevron,24.89,Debit Card,Chicago,1001
TXN00522,2024-02-26,Rent,Apartments.com,1496.36,Credit Card,Dallas,1019
TXN00523,2024-02-03,Entertainment,AMC Theatres,237.31,Credit Card,Seattle,1012
TXN00524,2024-03-16,Restaurants,Starbucks,88.59,Debit Card,Dallas,1015
TXN00525,2024-01-28,Rent,Apartments.com,811.08,Debit Card,San Francisco,1004
TXN00526,2024-01-31,Travel,Airbnb,98.95,Credit Card,Seattle,1012
TXN00527,2024-03-27,Restaurants,Chipotle,132.15,Debit Card,Seattle,1016
TXN00528,2024-01-05,Gas,ExxonMobil,133.46,Credit Card,San Francisco,1003
TXN00529,2024-02-27,Groceries,Walmart,45.68,Credit Card,New York,1009
TXN00530,2024-02-12,Shopping,eBay,65.41,Credit Card,Seattle,1009
TXN00531,2024-04-06,Rent,Zillow Rentals,1429.45,Debit Card,Chicago,1016
TXN00532,2024-03-19,Entertainment,Netflix,30.59,Credit Card,Chicago,1017
TXN00533,2024-01-27,Restaurants,McDonalds,186.06,Debit Card,San Francisco,1005
TXN00534,2024-02-09,Groceries,Walmart,34.39,Debit Card,Seattle,1012
TXN00535,2024-04-05,Shopping,eBay,215.66,Credit Card,Chicago,1002
TXN00536,2024-03-08,Healthcare,HealthPlus,190.67,Debit Card,San Francisco,1001
TXN00537,2024-03-14,Entertainment,Spotify,18.4,Credit Card,New York,1007
TXN00538,2024-03-15,Travel,Delta,12.17,Debit Card,Seattle,1017
TXN00539,2024-01-14,Utilities,Comcast,242.51,Credit Card,Dallas,1013
TXN00540,2024-04-10,Groceries,Kroger,146.2,Credit Card,Dallas,1016
TXN00541,2024-04-26,Shopping,eBay,218.93,Credit Card,Seattle,1004
TXN00542,2024-03-26,Gas,Chevron,162.2,Credit Card,Chicago,1016
TXN00543,2024-03-04,Restaurants,McDonalds,245.25,Credit Card,San Francisco,1010
TXN00544,2024-04-15,Shopping,Amazon,116.83,Debit Card,Chicago,1013
TXN00545,2024-02-24,Healthcare,Walgreens,191.22,Debit Card,San Francisco,1018
TXN00546,2024-04-19,Utilities,Comcast,154.19,Credit Card,San Francisco,1013
TXN00547,2024-03-31,Groceries,Kroger,132.58,Debit Card,Chicago,1017
TXN00548,2024-04-25,Rent,Zillow Rentals,1059.87,Credit Card,Chicago,1020
TXN00549,2024-03-30,Rent,Zillow Rentals,1385.43,Credit Card,San Francisco,1006
TXN00550,2024-03-03,Groceries,Kroger,112.2,Debit Card,Chicago,1016
TXN00551,2024-02-27,Restaurants,Chipotle,211.65,Credit Card,Seattle,1016
TXN00552,2024-03-16,Utilities,AT&T,173.51,Credit Card,San Francisco,1007
TXN00553,2024-01-21,Travel,Delta,138.54,Debit Card,New York,1020
TXN00554,2024-03-18,Gas,Shell,12.42,Credit Card,Dallas,1007
TXN00555,2024-01-19,Groceries,Walmart,129.29,Debit Card,Seattle,1001
TXN00556,2024-04-16,Groceries,Whole Foods,164.33,Debit Card,San Francisco,1009
TXN00557,2024-04-23,Shopping,Target,237.89,Credit Card,San Francisco,1002
TXN00558,2024-04-26,Rent,Apartments.com,1386.36,Debit Card,Dallas,1006
TXN00559,2024-02-25,Shopping,Target,134.21,Debit Card,New York,1004
TXN00560,2024-03-02,Entertainment,AMC Theatres,90.3,Debit Card,New York,1001
TXN00561,2024-01-08,Healthcare,Walgreens,6.81,Debit Card,Dallas,1008
TXN00562,2024-03-21,Entertainment,AMC Theatres,203.53,Debit Card,Dallas,1015
TXN00563,2024-03-31,Entertainment,AMC Theatres,123.74,Debit Card,New York,1019
TXN00564,2024-03-10,Groceries,Whole Foods,157.48,Debit Card,Chicago,1012
TXN00565,2024-01-22,Shopping,Target,39.6,Credit Card,Seattle,1003
TXN00566,2024-03-23,Shopping,eBay,30.59,Credit Card,Dallas,1003
TXN00567,2024-03-05,Travel,Delta,174.85,Credit Card,New York,1007
TXN00568,2024-01-02,Rent,Zillow Rentals,1253.15,Debit Card,Seattle,1011
TXN00569,2024-01-19,Groceries,Kroger,10.69,Debit Card,New York,1005
TXN00570,2024-03-06,Groceries,Whole Foods,234.1,Credit Card,San Francisco,1020
TXN00571,2024-01-12,Rent,Apartments.com,967.98,Credit Card,Seattle,1009
TXN00572,2024-02-27,Healthcare,HealthPlus,170.93,Debit Card,Chicago,1012
TXN00573,2024-04-21,Healthcare,CVS,38.34,Debit Card,New York,1007
TXN00574,2024-03-05,Rent,Zillow Rentals,1174.75,Credit Card,Chicago,1017
TXN00575,2024-04-23,Rent,Zillow Rentals,1446.69,Credit Card,New York,1004
TXN00576,2024-02-14,Entertainment,AMC Theatres,189.11,Debit Card,San Francisco,1001
TXN00577,2024-01-26,Utilities,AT&T,8.86,Credit Card,San Francisco,1003
TXN00578,2024-01-08,Healthcare,Walgreens,87.15,Credit Card,Chicago,1011
TXN00579,2024-01-15,Entertainment,Netflix,149.07,Credit Card,San Francisco,1004
TXN00580,2024-02-13,Rent,Apartments.com,1057.66,Debit Card,San Francisco,1016
TXN00581,2024-01-07,Utilities,AT&T,75.62,Credit Card,New York,1017
TXN00582,2024-01-12,Utilities,AT&T,97.69,Credit Card,New York,1005
TXN00583,2024-03-16,Shopping,Amazon,47.77,Credit Card,New York,1008
TXN00584,2024-03-09,Groceries,Whole Foods,215.11,Credit Card,Dallas,1002
TXN00585,2024-01-22,Groceries,Walmart,240.1,Credit Card,New York,1020
TXN00586,2024-02-12,Travel,Uber,25.43,Credit Card,Seattle,1009
TXN00587,2024-01-01,Travel,Airbnb,206.15,Credit Card,Seattle,1002
TXN00588,2024-02-18,Restaurants,Chipotle,210.74,Debit Card,Chicago,1000
TXN00589,2024-01-31,Gas,ExxonMobil,236.41,Credit Card,Seattle,1002
TXN00590,2024-01-28,Shopping,Target,218.46,Debit Card,New York,1013
TXN00591,2024-02-05,Gas,Shell,133.36,Credit Card,Dallas,1018
TXN00592,2024-04-25,Utilities,AT&T,107.72,Debit Card,Dallas,1012
TXN00593,2024-02-02,Shopping,Amazon,228.14,Debit Card,Dallas,1001
TXN00594,2024-02-20,Entertainment,AMC Theatres,249.72,Credit Card,San Francisco,1009
TXN00595,2024-01-03,Gas,Chevron,172.62,Debit Card,New York,1007
TXN00596,2024-03-25,Shopping,eBay,128.83,Debit Card,Chicago,1018
TXN00597,2024-03-14,Gas,ExxonMobil,193.07,Debit Card,Dallas,1004
TXN00598,2024-03-13,Restaurants,Chipotle,196.37,Credit Card,Chicago,1008
TXN00599,2024-02-23,Rent,Apartments.com,1187.93,Credit Card,Seattle,1018
TXN00600,2024-03-19,Restaurants,Starbucks,171.21,Credit Card,Seattle,1006
TXN00601,2024-03-02,Gas,Shell,117.66,Credit Card,New York,1004
TXN00602,2024-01-25,Entertainment,Spotify,235.83,Credit Card,Seattle,1006
TXN00603,2024-01-25,Travel,Delta,47.07,Debit Card,San Francisco,1004
TXN00604,2024-03-16,Utilities,Comcast,125.62,Debit Card,San Francisco,1007
TXN00605,2024-01-13,Utilities,AT&T,124.52,Debit Card,Seattle,1002
TXN00606,2024-03-12,Groceries,Whole Foods,121.95,Credit Card,Chicago,1009
TXN00607,2024-01-03,Shopping,Target,13.67,Debit Card,Chicago,1017
TXN00608,2024-03-03,Rent,Zillow Rentals,991.21,Debit Card,San Francisco,1020
TXN00609,2024-03-28,Groceries,Walmart,132.01,Credit Card,Dallas,1006
TXN00610,2024-02-04,Utilities,TXU Energy,101.94,Debit Card,New York,1013
TXN00611,2024-02-26,Utilities,TXU Energy,156.39,Credit Card,Seattle,1001
TXN00612,2024-01-27,Utilities,TXU Energy,198.97,Credit Card,San Francisco,1001
TXN00613,2024-01-14,Gas,Shell,93.37,Credit Card,Chicago,1008
TXN00614,2024-02-19,Groceries,Walmart,175.9,Debit Card,New York,1012
TXN00615,2024-04-14,Travel,Uber,179.21,Credit Card,Dallas,1008
TXN00616,2024-01-27,Healthcare,CVS,182.35,Credit Card,New York,1003
TXN00617,2024-01-05,Restaurants,Chipotle,208.67,Debit Card,Chicago,1000
TXN00618,2024-01-07,Rent,Apartments.com,1108.84,Credit Card,Dallas,1005
TXN00619,2024-01-14,Healthcare,HealthPlus,59.6,Debit Card,San Francisco,1019
TXN00620,2024-03-03,Shopping,Target,112.02,Credit Card,Chicago,1013
TXN00621,2024-04-15,Travel,Airbnb,81.8,Debit Card,New York,1010
TXN00622,2024-03-27,Groceries,Walmart,92.79,Debit Card,San Francisco,1001
TXN00623,2024-03-30,Healthcare,CVS,203.68,Debit Card,Dallas,1009
TXN00624,2024-01-11,Groceries,Walmart,23.42,Debit Card,San Francisco,1001
TXN00625,2024-04-01,Utilities,Comcast,71.05,Credit Card,San Francisco,1005
TXN00626,2024-03-01,Shopping,Target,74.57,Debit Card,Seattle,1003
TXN00627,2024-01-12,Travel,Delta,65.44,Credit Card,Dallas,1015
TXN00628,2024-03-27,Rent,Zillow Rentals,1135.26,Credit Card,Dallas,1005
TXN00629,2024-01-07,Healthcare,CVS,177.0,Credit Card,New York,1013
TXN00630,2024-01-29,Rent,Apartments.com,1257.12,Debit Card,San Francisco,1002
TXN00631,2024-03-07,Entertainment,Spotify,72.37,Credit Card,New York,1012
TXN00632,2024-02-06,Restaurants,Starbucks,58.4,Debit Card,Dallas,1005
TXN00633,2024-04-05,Groceries,Kroger,55.94,Debit Card,Chicago,1007
TXN00634,2024-02-10,Travel,Uber,34.85,Credit Card,Chicago,1010
TXN00635,2024-02-24,Utilities,TXU Energy,123.64,Debit Card,Seattle,1001
TXN00636,2024-01-14,Utilities,Comcast,33.04,Debit Card,San Francisco,1011
TXN00637,2024-04-20,Gas,ExxonMobil,24.73,Debit Card,Chicago,1009
TXN00638,2024-02-11,Rent,Zillow Rentals,1486.32,Credit Card,Seattle,1016
TXN00639,2024-01-01,Gas,ExxonMobil,66.91,Debit Card,Chicago,1000
TXN00640,2024-02-02,Entertainment,Netflix,215.58,Debit Card,San Francisco,1014
TXN00641,2024-03-06,Shopping,Amazon,194.64,Credit Card,Chicago,1018
TXN00642,2024-03-17,Entertainment,AMC Theatres,39.39,Credit Card,San Francisco,1013
TXN00643,2024-03-19,Entertainment,AMC Theatres,225.95,Credit Card,Chicago,1007
TXN00644,2024-01-09,Rent,Zillow Rentals,1249.2,Credit Card,San Francisco,1012
TXN00645,2024-02-26,Entertainment,Netflix,75.19,Debit Card,San Francisco,1017
TXN00646,2024-01-30,Rent,Zillow Rentals,1222.66,Debit Card,San Francisco,1009
TXN00647,2024-04-17,Utilities,TXU Energy,45.82,Credit Card,Chicago,1004
TXN00648,2024-04-24,Healthcare,HealthPlus,57.85,Credit Card,Dallas,1014
TXN00649,2024-03-17,Utilities,AT&T,207.44,Credit Card,Dallas,1011
TXN00650,2024-04-25,Rent,Zillow Rentals,1094.09,Debit Card,San Francisco,1002
TXN00651,2024-02-11,Healthcare,CVS,99.78,Credit Card,Seattle,1003
TXN00652,2024-03-23,Groceries,Kroger,180.91,Debit Card,Chicago,1008
TXN00653,2024-01-25,Travel,Delta,226.34,Credit Card,Dallas,1015
TXN00654,2024-02-04,Gas,Chevron,149.6,Credit Card,Seattle,1009
TXN00655,2024-04-03,Restaurants,McDonalds,214.52,Debit Card,Chicago,1003
TXN00656,2024-04-04,Healthcare,Walgreens,238.22,Credit Card,Chicago,1002
TXN00657,2024-04-11,Utilities,TXU Energy,55.52,Debit Card,New York,1004
TXN00658,2024-03-17,Healthcare,CVS,152.78,Debit Card,San Francisco,1017
TXN00659,2024-03-21,Rent,Apartments.com,1074.6,Credit Card,Seattle,1015
TXN00660,2024-03-17,Gas,Shell,38.61,Credit Card,Dallas,1003
TXN00661,2024-01-25,Rent,Apartments.com,1276.78,Credit Card,New York,1018
TXN00662,2024-01-18,Restaurants,McDonalds,203.97,Debit Card,New York,1007
TXN00663,2024-03-07,Rent,Apartments.com,1006.92,Debit Card,New York,1018
TXN00664,2024-03-06,Rent,Apartments.com,910.7,Debit Card,New York,1010
TXN00665,2024-02-05,Groceries,Walmart,144.03,Debit Card,Seattle,1014
TXN00666,2024-03-18,Healthcare,Walgreens,226.16,Debit Card,Seattle,1003
TXN00667,2024-01-23,Entertainment,Spotify,220.78,Credit Card,New York,1005
TXN00668,2024-02-13,Gas,Shell,178.95,Debit Card,San Francisco,1005
TXN00669,2024-01-25,Healthcare,Walgreens,148.33,Credit Card,Chicago,1005
